family_id,family,variation,alias,parents,children,description,parameters,upper_bound,lower_bound,domain
,Graph Triangle Problems,Triangle Listing,,Triangle Detection,,List all triangles in a given graph.,"$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Triangle Problems,Edge Triangle Detection,All-Edges Sparse Triangle,,,"Given an undirected graph $G = (V, E)$, determine for every edge $e\in E$ whether there is a triangle in $G$ which contains $e$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Triangle Problems,Edge Triangle Counting,"All-Edges Triangle, #All-Edges Sparse Triangle",,,"Given an undirected graph $G = (V, E)$, compute for every edge $e\in E$ the number of triangles in $G$ which contain $e$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Triangle Problems,Vertex Triangle Listing,,,,"Given an undirected graph $G = (V, E)$, compute for every vertex $v\in V$ the set of triangles in $G$ which contain $v$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Triangle Problems,Dynamic Vertex Triangle Listing,,,,"Preprocess an undirected graph $G = (V, E)$ such that, given a queried vertex $u$, list all triangles that contain $u$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Triangle Problems,Triangle Collection*,TC*,Triangle Detection,,See Definition 3 of reference.,"$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Triangle Problems,Triangle Collection,,,,"Given a node-colored graph $G$, is it true that for every triplet of colors $a$, $b$, $c$ there exists a triangle $(u, v, w)$ in $G$ where $u$ has color $a$, $v$ has color $b$ and $w$ has color $c$?","$n$: number of nodes
$m$: number of edges
$k$: number of colors",,,Combinatorics
,Graph Triangle Problems,All-Color-Pairs Triangle Collection*,,,,This is the All-Color-Pairs version of Triangle Collection*.,"$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Triangle Problems,All-Color-Pairs Triangle Collection,,,,"Given a node-colored graph $G$, for each pair of distinct colors $(a, b)$, determine whether there exists a triangle with colors $(a, b, c)$ for every $c$ different from $a$ and $b$.","$n$: number of nodes
$m$: number of edges
$k$: number of colors",,,Combinatorics
,Graph Triangle Problems,$\Delta$-Matching Triangles,,,,"Given a node-colored graph $G$ and a positive integer $\Delta$, is there a triple of colors $a$, $b$, $c$ such that there are at least $\Delta$ triangles $(u, v, w)$ in $G$ where $u$ has color $a$, $v$ has color $b$ and $w$ has color $c$?","$n$: number of nodes
$m$: number of edges
$k$: number of colors
$\Delta$: triangle parameter",,,Combinatorics
,Graph Triangle Problems,All-Edges Monochromatic Triangle,,,#All-Edges Monochromatic Triangle,"Given an $n$-node graph in which each edge has a color from $1$ to $n^2$, decide for each edge whether it belongs to a monochromatic triangle, a triangle whose all three edges have the same color.","$n$: number of nodes
$m$: number of edges
$k$: number of colors",,,Combinatorics
,Graph Triangle Problems,#All-Edges Monochromatic Triangle,,All-Edges Monochromatic Triangle,,"Given an $n$-node graph in which each edge has a color from $1$ to $n^2$, determine for each edge $e$ the number of monochromatic triangles (i.e. triangles whose all three edges have the same color) containing $e$.","$n$: number of nodes
$m$: number of edges
$k$: number of colors",,,Combinatorics
,Graph Subgraph Problems,Exact Weight 3-Star Detection,,,,"Given an $n$ node graph $G = (V, E)$ with edge weights $w: E \rightarrow W$ and a target value $t$, determine whether there is a (not necessarily induced) $3$-star (i.e. $4$ nodes with $3$ edges connecting a central node to the other $3$ nodes) whose edge weights sum to $t$.","$n$: number of nodes
$m$: number of edges
$t$: target value",,,Combinatorics
,Graph Subgraph Problems,Exact Weight 3-Matching Detection,,,,"Given an $n$ node graph $G = (V, E)$ with edge weights $w: E \rightarrow W$ and a target value $t$, determine whether there is a (not necessarily induced) $3$-matching (i.e. $6$ nodes with $3$ edges forming a matching) whose edge weights sum to $t$.","$n$: number of nodes
$m$: number of edges
$t$: target value",,,Combinatorics
,Graph Subgraph Problems,Induced Subgraph Problem,ISG,,,"Given a graph $G = (V, E)$ and a sequence of vertices from $V$, for each vertex $v$ arriving at time $t$, report all edges $(u, v)\in E$ such that $u$ arrived at time $t'$, where $t' < t$.","$n$: number of nodes
$m$: number of edges",,,Combinatorics
,Graph Subgraph Problems,4-Cycle Listing,,,,List all 4-cycles in a given graph.,"$n$: number of nodes
$m$: number of edges
$t$: number of 4-cycles",,,
,Graph Timeline Problems,"""Exists"" Connectivity in Graph Timelines",,,,"Define a graph timeline to be a sequence of graphs $G_1$, $G_2$, $\dots$, $G_t$ on a common set of vertices $V$ of size $n$ such that the graph $G_i$ is obtained from $G_{i-1}$ by adding or deleting a single edge. Given a graph timeline, preprocess the timeline to build a data structure that may answer ""exists"" connectivity queries of the form: are vertices $u$ and $v$ connected by a path in any of $G_a$, $G_{a+1}$ ,$\dots$ ,$G_b$?","$n$: number of vertices
$t$: number of graphs in timeline
$q$: number of queries",,,
,Metricity,Metricity,,,,"Given an $n\times n$ nonnegative matrix $A$, determine whether $A$ defines a metric on $[n]$, that is, that A is symmetric, has 0s on the diagonal, and its entries satisfy the triangle inequality.",$n$: dimensionality of matrix,,,
,Frechet Distance,Frechet Distance,,,,"Intuitively, the (continuous) Fréchet distance of two curves $P, Q$ is the minimal length of a leash required to connect a dog to its owner, as they walk along $P$ or $Q$, respectively, without backtracking.","$n$: length of first curve
$m$: length of second curve",,,Computational Geometry
,Dynamic Time Warping,Dynamic Time Warping,DTW,,,"Fix a metric space $(M, d)$. A sequence of points in $M$ is called a curve. Consider two curves $x, y$ of length $n, m (n \geq m)$. We may traverse $x$ and $y$ by starting in their first entries, in any time step advancing to the next entry in $x$ or $y$ or both, and ending in their last entries. The cost of such a traversal is the sum over all points in time of the distance between the current entries. The dynamic time warping distance of $x$ and $y$ is the minimal cost of any traversal.","$n$: length of first curve
$m$: length of second curve",,,
,Partial Match,Partial Match,,,,"In the Partial Match problem, we are given a ""database"" of $n$ binary strings, and a list of $n$ ""queries"" which are strings in $\{0,1,?\}^*$. (Here, ""?"" represents a wildcard.) We say that a query $q=q_1,...,q_d$ matches a string $x=x_1,...,x_d$ if for all $i=1,...,d$, if $q_i$ in $\{0,1\}$ then $q_i = x_i$.
Output: Determine for all $n$ queries, which of them match some string in the database.","$n$: number of binary strings/queries
$d$: length of strings/queries",,$\Omega(n^{2-\epsilon}*\poly(d))$,
,Subset Query,Subset Query,,,,"Given two set collections $S = \{S_1, \dots, S_n\}$ and $T = \{T_1, \dots, T_n\}$, where
all $S_i$ and $T_i$ are subsets of $[d]:=\{1, \dots, d\}$, is there a pair $S_i\in S$, $T_j\in T$ such that $S_i\subseteq T_j$?","$n$: number of sets in $S$ and number of sets in $T$
$d$: size of universe",,,
,Geometric Incidence Problems,3 Points on Line,,,,"Given a set of points in the plane, is there a line that contains at least three of the points?",$n$: number of points,,,Computational Geometry
,Geometric Incidence Problems,Point on 3 Lines,,,,"Given a set of lines in the plane, is there a point that lies on at least three of them?",$n$: number of lines,,,Computational Geometry
,Geometric Separator Problems,Separator1,,,,"Given a set $S$ of $n$ possible half-infinite, closed horizontal line segments, is there a non-horizontal separator?

Separator definition: Given a set $S$ of $n$ objects in the plane, we call a line $l$ a separator of $S$ if $l$ does not intersect any object in $S$ and both halfplanes bounded by $l$ contain a non-empty subset of the objects in $S$.",$n$: number of line segments,,,Computational Geometry
,Geometric Separator Problems,Separator2,,,,"Given a set $S$ of $n$ closed, non-intersecting (nor touching), axis-parallel line segments, is there a separator?",$n$: number of line segments,,,Computational Geometry
,Geometric Covering Problems,Strips Cover Box,,,,"Given a set of strips in the plane, does their union contain a given axis-parallel rectangle?",$n$: number of strips,,,Computational Geometry
,Geometric Covering Problems,Triangles Cover Triangle,,,,"Given a set of triangles in the plane, does their union contain another given triangle?",$n$: number of triangles,,,Computational Geometry
,Geometric Covering Problems,Hole in Union,,,,"Given a set of triangles in the plane, does their union contain a hole?",$n$: number of triangles,,,Computational Geometry
,Geometric Covering Problems,Triangle Measure,,,,"Given a set of triangles in the plane, compute the measure of their union.",$n$: number of triangles,,,Computational Geometry
,Geometric Covering Problems,Point Covering,,,,"Given a set of $n$ halfplanes and a number $k$, determine whether there is a point $p$ that is covered by at least $k$ of the halfplanes.",$n$: number of halfplanes,,,Computational Geometry
,Geometric Covering Problems,Max Depth,,,,"Given a set of $n$ regions on the plane, define the depth of a point to be the number of regions covering that point. Compute the maximum depth of any point being considered.",$n$: number of regions,,,Computational Geometry
,Geometric Covering Problems,Smallest k-Enclosing Rectangle,,,,"Given $n$ unweighted points in the plane, and given an integer $k$, compute the smallest (area or perimeter) axis-aligned rectangle enclosing exactly $k$ points.","$n$: number of points
$k$: number of points desired in rectangle",$O(nk\log\frac{n}{k}\log k)$,,Computational Geometry
,Geometric Covering Problems,Min-Weight k-Enclosing Rectangle,,,,"Given $n$ points in the plane each with a real weight, and given an integer $k$, compute an axis-aligned rectangle enclosing exactly $k$ points with minimal total weight.","$n$: number of points
$k$: number of points desired in rectangle",$O(n^2 \log n)$,,Computational Geometry
,Geometric Covering Problems,Closest-Weight k-Enclosing Rectangle,,,,"Given $n$ points in the plane each with a real weight, and given a real number $W$ and an integer $k$, compute an axis-aligned rectangle enclosing exactly $k$ points with total weight closest to $W$.","$n$: number of points
$k$: number of points desired in rectangle",$O(n^2 \sqrt{k}\log k)$,,Computational Geometry
,Geometric Covering Problems,Max-Weight Rectangle,,,,"Given $n$ weighted points (positive or negative) in $d \geq 2$ dimensions, what is the axis-aligned box which maximizes the total weight of the points it contains?","$n$: number of points
$d$: dimensionality of space",O(n^d),\Omega(n^d),Computational Geometry
,Geometric Covering Problems,Weighted Depth,,,,"Given a set of $n$ weighted axis-parallel boxes in $d$-dimensional space $\mathbb{R}^d$, find a point $p \in \mathbb{R}^d$ that maximizes the sum of the weights of the boxes containing $p$.","$n$: number of boxes
$d$: dimensionality of space",O(n^{d/2}),\Omega(n^{d/2}),Computational Geometry
,Geometric Visibility Problems,Visibility Between Segments,,,,"Given a set $S$ of $n$ horizontal line segments in the plane and two particular horizontal segments $s_1$ and $s_2$, determine whether there are points on $s_1$ and $s_2$ that can see each other, that is, such that the open segment between the points does not intersect any segment in $S$.",$n$: number of horizontal line segments,,,Computational Geometry
,Geometric Visibility Problems,Visibility From Infinity,,,,"Given a set $S$ of axis-parallel line segments in the plane and one particular horizontal segments $s$, determine whether there is a point on $s$ that can be seen from infinity, that is, whether there exists an infinite ray starting at the point on $s$ that does not intersect any segment.",$n$: number of axis-parallel line segments,,,Computational Geometry
,Geometric Visibility Problems,Visible Triangle,,,,"Given a set $S$ of opaque horizontal triangles, another horizontal triangle $t$ and a viewpoint $p$, is there a point on $t$ that can be seen from $p$?",$n$: number of opaque horizontal triangles,,,Computational Geometry
,Geometric Visibility Problems,Max-Area Visible Polygon,,,Approximate Max-Area Visible Polygon,"Given a simple polygon $P$, find a point $x$ inside $P$ such that the ""visibility polygon"" $V(x)$ has maximal area.",$n$: number of edges of $P$,,,Computational Geometry
,Geometric Visibility Problems,Approximate Max-Area Visible Polygon,,Max-Area Visible Polygon,,"Given a simple polygon $P$ and a parameter $\epsilon$, find a point $x$ inside $P$ such that the ""visibility polygon"" $V(x)$ has area within a $(1-\epsilon)$ factor of the largest possible area of the visibility polygon.","$n$: number of edges of $P$
$\epsilon$: approximation parameter",,,Computational Geometry
,Geometric Containment Problems,Polygon Containment under Translation,PC-T,,,"Given two simple polygons $P$ and $Q$ in the plane with $n$ and $m = O(n)$ edges, respectively, is there a translation of $P$ that makes it contained in $Q$?","$n$: number of edges in $P$
$m$: number of edges in $Q$; $m = O(n)$",,,Computational Geometry
,Geometric Containment Problems,Convex Polygon Containment under Rotation,CPC-R,,,"Given two convex polygons $P$ and $Q$ in the plane with $n$ and $m = O(n)$ edges, respectively, is there a rotation of $P$ around $o$ that makes it contained in $Q$?","$n$: number of edges in $P$
$m$: number of edges in $Q$; $m = O(n)$",$O(n^2 \log n)$,,Computational Geometry
,Geometric Containment Problems,Convex Polygon Containment under Rotation and Translation,CPC-TR,,,"Given two convex polygons $P$ and $Q$ in the plane with $n$ and $m = O(n)$ edges, respectively, is there a rigid motion (translation and rotation) of $P$ that makes it contained in $Q$?","$n$: number of edges in $P$
$m$: number of edges in $Q$; $m = O(n)$",,,Computational Geometry
,Hausdorff Distance,1-Sided Segment Hausdorff Distance under Translation,1S-SHD-T,,,"Given two sets $A$, $B$, each containing $n$ segments in $\mathbb R^2$, compute $d'_H(A, B)$, or the minimum one-sided Hausdorff distance under translation between $A$ and $B$.",$n$: number of segments in $A$; also the number of segments in $B$,,,Computational Geometry
,Hausdorff Distance,Segment Hausdorff Distance under Translation,SHD-T,,,"Given two sets $A$, $B$, each containing $n$ segments in $\mathbb R^2$, compute $d_H(A, B)$, or the minimum Hausdorff distance under translation between $A$ and $B$.",$n$: number of segments in $A$; also the number of segments in $B$,$O(n^3 \log n \alpha(n^2))$,,Computational Geometry
,Hausdorff Distance,Point Hausdorff Distance under Translation,,,,"Given two sets $A$, $B$, each containing $n$ and $m$ points in $\mathbb R^2$, compute $d_H(A, B)$, or the minimum Hausdorff distance under translation between $A$ and $B$.","$n$: number of points in $A$
$m$: number of points in $B$",,,Computational Geometry
,Binary Space Partitioning,Binary Space Partitioning,BSP,,Perfect 2D Binary Space Partitioning,"A binary space partition is a recursive partitioning of a configuration of objects by hyperplanes until all objects are separated. Given a set of objects, construct a binary space partition.",$n$: number of objects,,,Computational Geometry
,Binary Space Partitioning,Perfect 2D Binary Space Partitioning,Perfect 2D BSP,Binary Space Partitioning,,"A binary space partition is called perfect if none of the objects is cut by the hyperplanes used by the binary space partition. Given a set $S$ of $n$ non-intersecting line segments in the plane, construct a perfect binary space partition or decide that no perfect binary space partition exists.",$n$: number of objects,"$O(\min(n^2, n \log^3 n+m log n))$",,Computational Geometry
,Polyhedron Fillability Problem,1-Fillability Problem,,,,"A polyhedron $P$ in $3$-space is said to be $1$-fillable in direction $-z$ provided that for every point of $P$ there is a $+z$-monotone path from it to the $z$-maximum of $P$. Thus, a polyhedron is $1$-fillable if there is an orientation of $P$ in which it is $1$-fillable. Given a simple polyhedron $P$, decide whether or not $P$ is $1$-fillable.",$n$: number of vertices in polyhedron,$O(n^2)$,,Computational Geometry
,Motion Planning Problems,Planar Motion Planning,,,,"Given a set of non-intersecting, non-touching, axis-parallel line segment obstacles in the plane and a line segment robot (a rod or ladder), determine whether the rod can be moved (allowing both translation and rotation) from a given source to a given goal configuration without colliding with the obstacles.",$n$: number of line segment obstacles,O(n^2),,Robotics
,Motion Planning Problems,3D Motion Planning,,,,"Given a set of horizontal (that is, parallel to the xy-plane) non-intersecting, non-touching triangle obstacles in 3-space, and a vertical line segment as a robot, determine whether the robot can be moved, using translations only, from a source to a goal position without colliding with the obstacles.",$n$: number of triangle obstacles,O(n^2 \log n),,Robotics
,Geometric Base,Geometric Base,GeomBase,,,"Given a set of $n$ points with integer coordinates on three horizontal lines $y = 0, y = 1$, and $y = 2$, determine whether there exists a non-horizontal line containing three of the points",$n$: number of points,,,Computational Geometry
,Geometric Color-Spanning Problem,Smallest Color-Spanning Strip,,,,"We are given a set of $n$ point sites in the plane and $k\leq n$ colors, each site is
associated one color. A region of the plane is called color-spanning if it contains
at least one point of each color. We wish to compute the two parallel lines in the plane
that contain all colors in between them such that their distance is minimized.","$n$: number of points
$k$: number of colors",,,Computational Geometry
,Terrain Horizon Problems,All Distant Horizon Edges,,,,"Given a terrain (or a piecewise linear, two-dimensional function in 3 dimensions, represented using a polyhedral mesh), compute all distant horizon edges (or edges that contribute to at least one distant horizon). Formally, a point on an edge of the terrain appears on the distant horizon if and only if it supports a horizontal line $V$ (parallel to the $xy$-plane) that does not
properly intersect the terrain.",$n$: number of edges in terrain,$O(n^{2+\epsilon})$,,Computational Geometry
,Local Alignment,Local Alignment,,,Multiple Local Alignment,"Given two input strings and a scoring function on pairs of letters, one is asked to find the substrings of the two input strings that are most similar under the scoring function.",$n$: length of input strings,,,
,Local Alignment,Multiple Local Alignment,,Local Alignment,,"Given $k$ input strings and a scoring function on pairs of letters, one is asked to find the substrings of the $k$ input strings that are most similar under the scoring function.","$k$: number of input strings
$n$: length of input strings",,,
,Minimum Witness,Minimum Witness Finding,,,All Pairs Minimum Witness,"Fix an instance of negative triangle with node sets $I, J, K$ and weight function $w$. Let $i \in I, j \in J, k \in K$. Recall that the triple $(i, j, k)$ is a negative triangle iff $(w(i, k) \odot w(k, j)) + w(i, j) < 0$. Fix a total ordering $<$ on the nodes in $K$ in the negative triangle instance. For any $i \in I, j \in J$, a node $k \in K$ is called a minimum witness for $(i, j)$ if $(i, j, k)$ is a negative triangle but $(i, j, k')$ is not a negative triangle for all $k' < k$ according to the ordering.

Minimum Witness Finding is the problem of finding a negative triangle $(i,j,k)$ such that $k$ is a minimum witness for $(i,j)$.","$n$: number of vertices
$m$: number of edges",,,
,Minimum Witness,All Pairs Minimum Witness,APMW,Minimum Witness Finding,,"Fix an instance of negative triangle with node sets $I, J, K$ and weight function $w$. Let $i \in I, j \in J, k \in K$. Recall that the triple $(i, j, k)$ is a negative triangle iff $(w(i, k) \odot w(k, j)) + w(i, j) < 0$. Fix a total ordering $<$ on the nodes in $K$ in the negative triangle instance. For any $i \in I, j \in J$, a node $k \in K$ is called a minimum witness for $(i, j)$ if $(i, j, k)$ is a negative triangle but $(i, j, k')$ is not a negative triangle for all $k' < k$ according to the ordering.

All Pairs Minimum Witness (APMW) is the problem of finding a minimum witness $k$ for each pair $(i,j)$ if such a $k$ exists for $(i,j)$.","$n$: number of vertices
$m$: number of edges",,,
,Independent Set Queries,Independent Set Queries,,,,"For a graph $G=(V,E)$ and a given subset of vertices $S\subseteq G$, answer the query of the form ""is $S$ an independent set?""","$n$: number of vertices
$m$: number of edges",,,
,Price Query,Price Query,,,,"For a graph with edge weight function $c : E \rightarrow Z$, a price query is an assignment of node weights $p : V \rightarrow Z$. Such a query has a yes answer if and only if there is a $(u,v) \in E$ such that $p(u) + p(v) > c(u,v)$. (Intuitively, the $p(v)$ are “prices” on the nodes, the $c(u,v)$ are costs of producing $u$ and $v$, and a price query asks if there is an edge we are willing to “sell” at the prices given by the query.)","$n$: number of vertices
$m$: number of edges",,,
,Graph Cycles,Shortest Cycle,Minimum Weight Cycle,,Shortest k-Cycle,"Given a graph $G=(V,E)$ with non-negative weights, find a minimum weight cycle.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Graph Cycles,Shortest k-Cycle,Minimum Weight k-Cycle,Shortest Cycle,,"Given a graph $G=(V,E)$ with non-negative weights, find a minimum weight cycle of length $k$.","$n$: number of vertices
$m$: number of edges
$k$: length of cycle",,,Combinatorics
,Matrix-Vector Multiplication,Online Matrix-Vector Multiplication,OMv,,,"We are given an $n \times n$ matrix $M$ and will receive $n$ column-vectors of size $n$, denoted by $v_1, \ldots , v_n$, one by one. After seeing each vector $v_i$, we have to output the product $Mv_i$ before we can see the next vector.","$n$: dimension of square matrix, number of vectors, size of vectors","O(n^3 / (log n)^2) deterministic, O(n^3 / 2^(Omega(sqrt(log n)))) randomized",$\Omega(n^{3-\epsilon})$ for any $\epsilon > 0$,Combinatorics
,Matrix-Vector Multiplication,Online Vector-Matrix-Vector Multiplication,OuMv,,,"Let $M$ be a binary $n \times n$ matrix than can be preprocessed. After preprocessing $n$ vector pairs $(u^1, v^1), \ldots, (u^n, v^n)$, arrive one at a time and the task is to compute $(u^i)^T M v^i$ before being presented with the $i+1$th vector pair for every $i$.","$n$: dimension of square matrix, number of vector pairs, size of vectors",,$\Omega(n^{3-\epsilon})$,Combinatorics
,Vertex Reachability,#SSR,,,sensitive incremental #SSR,Calculate the number of nodes reachable from a given single source,"$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Vertex Reachability,sensitive incremental #SSR,,#SSR,,"A data structure with sensitivity $d$ for a problem $P$ has the following properties: It obtains an instance $p$ of $P$ and is allowed polynomial preprocessing time on $p$. After the preprocessing, the data structure must provide the following operations:

(Batch) Update: Up to $d$ changes are performed to the initial problem instance $p$, e.g., $d$ edges are added to or removed from $p$.

Query: The user queries a specific property about the instance of the problem after the last update, e.g., the shortest path between two nodes avoiding the edges deleted in the last update.

In the incremental version of these problems, the batch update adds edges to $p$.","$n$: number of vertices
$m$: number of edges
$d$: sensitivity",,,Combinatorics
,Vertex Reachability,ST-Reach,,,Directed st-Reach; constant sensitivity incremental ST-Reach; 1-sensitive incremental ss-reach; 2-sensitive incremental st-reach; ap-reach;,"Given a graph $G=(V,E)$, determine whether each node $s\in S\subseteq V$ can reach a node $t\in T \subseteq V$.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Vertex Reachability,Directed st-Reach,,ST-Reach,,"Given a directed graph $G=(V,E)$ and vertices $s, t \in V$, determine wheteher $t$ is reachable from $s$.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Vertex Reachability,constant sensitivity incremental ST-Reach,,ST-Reach,,"Given a graph $G=(V,E)$, incrementally determine whether each node $s\in S\subseteq V$ can reach a node $t\in T \subseteq V$, with a constant sensitivity of $K(\epsilon, t)$, i.e. when $K(\epsilon, t)$ edges are added.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Vertex Reachability,1-sensitive incremental ss-reach,,st-Reach,,"Given a directed graph $G=(V,E)$ and a source node $s \in G$, an incremental single-source reachability algorithm maintains the set of nodes reachable from $s$ (i.e., all nodes $v$ for which there is a path from $s$ to $v$ in the current version of $G$) during a sequence of edge insertions, with sensitivity 1, i.e. when 1 edge is inserted.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Vertex Reachability,2-sensitive incremental st-reach,,st-Reach,,"Given a directed graph $G=(V,E)$ and vertices $s, t \in V$, incrementally determine wheteher $t$ is reachable from $s$, with sensitivity 2, i.e. when 2 edges are added.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Vertex Reachability,ap-reach,,st-Reach,,"Given a directed graph $G=(V,E)$, determine for each pair $s \neq t \in V$ whether $t$ is reachable from $s$.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
,Rna Folding,RNA Folding,,,,"In RNA Folding we are given a string over some alphabet (e.g. $\{A, C, G, T\}$) with a fixed pairing between its symbols (e.g. $A − T$ match and $C − G$ match), and the goal is to compute the maximum number of non-crossing arcs between matching letters that one can draw above the string (which corresponds to the minimum energy folding in two dimensions).",$n$: length of the given string,,,Bioinformatics
,Maximum Inner Product Search,Maximum Inner Product Search,MIPS,,,"Given a new query $q$, MIPS targets at retrieving the datum having the largest inner product with $q$ from the database $A$. Formally, the MIPS problem is formulated as below:

$p = \arg \max \limits_{a \in A} a \top q$",,,,
,Model-Checking Problem,Reachability in MDPs,,,Disjunctive Reachability Queries in MDPs; Conjunctive Reachability Queries in MDPs,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a Markov Decision Process (MDP), and the objective is reachability: given a set of target vertices $T\subseteq V$, determine whether there is an infinite path that visits a vertex in $T$ at least once (i.e. you want to reach some vertex in $T$).","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Disjunctive Reachability Queries in MDPs,,Reachability in MDPs,,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a Markov Decision Process (MDP), and the objective is reachability: given a set of target vertices $T\subseteq V$, determine whether there is an infinite path that visits a vertex in $T$ at least once (i.e. you want to reach some vertex in $T$).

Furthermore, given $k$ reachability objectives, the disjunctive reachability query question asks whether there is a strategy for player 1 to ensure that one of the reachability objectives is satisfied with probability 1.

Disjunctive queries do not coincide with disjunctive objectives on MDPs.","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Conjunctive Reachability Queries in MDPs,Generalized Reachability in MDPs,Reachability in MDPs,,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a Markov Decision Process (MDP), and the objective is reachability: given a set of target vertices $T\subseteq V$, determine whether there is an infinite path that visits a vertex in $T$ at least once (i.e. you want to reach some vertex in $T$).

Furthermore, given $k$ reachability objectives, the conjunctive reachability query question asks whether there is a strategy for player 1 to ensure that all the reachability objectives are satisfied with probability 1.

Conjunctive queries coincide with conjunctive objectives on graphs and MDPs.","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Safety in MDPs,,,Disjunctive Safety Queries in MDPs; Conjunctive Safety Queries in MDPs; Safety in Graphs;,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a Markov Decision Process (MDP), and the objective is safety: given a set of target vertices $T\subseteq V$, determine whether there is an infinite path that does not visit any vertex in $T$ (i.e. you want to avoid all vertices in $T$).","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Disjunctive Safety Queries in MDPs,,Safety in MDPs,,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a Markov Decision Process (MDP), and the objective is safety: given a set of target vertices $T\subseteq V$, determine whether there is an infinite path that does not visit any vertex in $T$ (i.e. you want to avoid all vertices in $T$).

Furthermore, given $k$ safety objectives, the disjunctive safety query question asks whether there is a strategy for player 1 to ensure that one of the safety objectives is satisfied with probability 1.

Disjunctive queries do not coincide with disjunctive objectives on MDPs.","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Conjunctive Safety Queries in MDPs,,Safety in MDPs,,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a Markov Decision Process (MDP), and the objective is safety: given a set of target vertices $T\subseteq V$, determine whether there is an infinite path that does not visit any vertex in $T$ (i.e. you want to avoid all vertices in $T$).

Furthermore, given $k$ safety objectives, the conjunctive safety query question asks whether there is a strategy for player 1 to ensure that all the safety objectives are satisfied with probability 1.

Conjunctive queries coincide with conjunctive objectives on graphs and MDPs.","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Safety in Graphs,,Safety in MDPs,Disjunctive Queries of Safety in Graphs,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a standard graph, and the objective is safety: given a set of target vertices $T\subseteq V$, determine whether or not there is a path that does not visit any vertex in $T$ (i.e. you want to avoid all vertices in $T$).","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Disjunctive Queries of Safety in Graphs,,Safety in Graphs,,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a standard graph, and the objective is safety: given a set of target vertices $T\subseteq V$, determine whether or not there is a path that does not visit any vertex in $T$ (i.e. you want to avoid all vertices in $T$).

Furthermore, in the disjunctive queries problem, you are given multiple safety objectives (i.e. multiple target sets $T_i$) and you are to determine whether or not there is a path where at least one of the safety objectives is satisfied (i.e. whether or not an infinite path avoids all vertices in at least one of the target sets).

Disjunctive queries coincide with disjunctive objectives on graphs.","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Model-Checking Problem,Disjunctive coBüchi Objectives,,Model-Checking Problem,,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a standard graph, and the objective is coBüchi: given a set of target vertices $T\subseteq V$, determine whether or not there is a path that visits the set $T$ a finite amount of times.

Furthermore, in the disjunctive problem, you are given multiple coBüchi objectives (i.e. multiple target sets $T_i$) and you are to determine whether or not there is a path where at least one of the coBüchi objectives is satisfied (i.e. whether or not an infinite path visits any target set $T_i$ a finite amount of times).","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
